"molregno","standard_inchi","canonical_smiles","SAMPLE","activity_id","assay_id","doc_id","record_id","standard_relation","standard_value","standard_units","standard_flag","standard_type","activity_comment","data_validity_comment","description","assay_type","assay_test_type","assay_category","assay_organism","assay_tax_id","assay_strain","assay_tissue","assay_cell_type","assay_subcellular_fraction","tid","relationship_type","confidence_score","curated_by","src_id","src_assay_id","chembl_id","target_type","pref_name","tax_id","organism","species_group_flag","Iteration","RankSantiagoFloriane","RankSereina","cScore","rSquared","ec50","ec50_l","ec50_u","EMOLECULES_ID","supplier","CATALOG_NUMBER"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",3051559,600889,49166,870353,,1021.9,"nM",1,"EC50",,,"ST_JUDE: Plasmodium falciparum 3D7 EC50 (uM) as measured by SYBR green dye","F",,,"Plasmodium falciparum",5833,"3D7",,,,50425,"N",1,"Autocuration",4,,"CHEMBL730079","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",5621689,737137,51887,1346837,,461.1,"nM",1,"Potency","inconclusive",,"PUBCHEM_BIOASSAY: qHTS Assay to Find Inhibitors of Chronic Active B-Cell Receptor Signaling.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID485345, AID485355]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"493014","CHEMBL1737902","UNCHECKED","Unchecked",,,,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",5771345,737344,51887,1346837,,3162.3,"nM",1,"Potency","inconclusive",,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404]","F",,"confirmatory","Homo sapiens",9606,,,,,102672,"D",9,"Autocuration",7,"504332","CHEMBL1738442","SINGLE PROTEIN","Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",9606,"Homo sapiens",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",5844390,736947,51887,1346837,,89125.1,"nM",1,"Potency","inconclusive",,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of BAZ2B.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504391]","F",,"confirmatory","Homo sapiens",9606,,,,,104016,"D",9,"Autocuration",7,"504333","CHEMBL1738312","SINGLE PROTEIN","Bromodomain adjacent to zinc finger domain protein 2B",9606,"Homo sapiens",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",6471993,752320,51887,1346837,,141253.8,"nM",1,"Potency","inconclusive",,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Rango (Ran-regulated importin-beta cargo) - Importin beta complex formation.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540273]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"540263","CHEMBL1794359","UNCHECKED","Unchecked",,,,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",6811608,752411,51887,1346837,,89125.1,"nM",1,"Potency","inactive",,"PUBCHEM_BIOASSAY: HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962]","F",,"confirmatory",,,,,,,103989,"D",9,"Autocuration",7,"540317","CHEMBL1794401","SINGLE PROTEIN","Chromobox protein homolog 1",9606,"Homo sapiens",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",7087740,752590,51887,1346837,,1471.6,"nM",1,"Potency","active",,"PUBCHEM_BIOASSAY: Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 48 hour incubation.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488752, AID488774, AID504848, AID504850]","F",,"confirmatory","Plasmodium falciparum",5833,,,,,50425,"U",0,"Autocuration",7,"504832","CHEMBL1794580","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",7384017,752313,51887,1346837,,8492.1,"nM",1,"Potency","inconclusive",,"PUBCHEM_BIOASSAY: qHTS profiling assay for firefly luciferase inhibitor/activator using purified enzyme and Km concentrations of substrates (counterscreen for miR-21 project).   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2288, AID2289, AID2598, AID411]","F",,"confirmatory",,,,,,,101018,"D",9,"Autocuration",7,"588342","CHEMBL1794352","SINGLE PROTEIN","Luciferin 4-monooxygenase",7054,"Photinus pyralis",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",11295371,845045,51887,1346837,,29092.9,"nM",1,"Potency","inconclusive",,"PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells..   (Class of assay: confirmatory) ","F",,"confirmatory","Homo sapiens",9606,,,,,103711,"D",9,"Autocuration",7,"624296","CHEMBL2114843","SINGLE PROTEIN","Geminin",9606,"Homo sapiens",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",11759063,845177,51887,1346837,,7079.5,"nM",1,"Potency","inconclusive",,"PubChem BioAssay. qHTS of GLP-1 Receptor Inverse Agonists (Inhibition Mode).   (Class of assay: confirmatory) ","F",,"confirmatory","Homo sapiens",9606,,,,,11758,"D",9,"Autocuration",7,"624417","CHEMBL2114788","SINGLE PROTEIN","Glucagon-like peptide 1 receptor",9606,"Homo sapiens",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",11881194,845199,51887,1346837,,11220.2,"nM",1,"Potency","inactive",,"PubChem BioAssay. qHTS for Agonist of gsp, the Etiologic Mutation Responsible for Fibrous Dysplasia/McCune-Albright Syndrome: qHTS.   (Class of assay: confirmatory) ","F",,"confirmatory","Homo sapiens",9606,,,,,100791,"D",9,"Autocuration",7,"624287","CHEMBL2114810","SINGLE PROTEIN","Guanine nucleotide-binding protein G(s), subunit alpha",9606,"Homo sapiens",,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589421,"InChI=1S/C18H21ClN2O/c19-17-6-7-18(22)16(12-17)14-21-10-8-20(9-11-21)13-15-4-2-1-3-5-15/h1-7,12,22H,8-11,13-14H2","Oc1ccc(Cl)cc1CN2CCN(Cc3ccccc3)CC2","SJ000147376-2",13168045,954305,51887,1346837,,29.09,"uM",1,"Potency","inconclusive",,"PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT.   (Class of assay: confirmatory) ","F",,"confirmatory",,,,,,,22226,"N",0,"Autocuration",7,"686979","CHEMBL2354254","UNCHECKED","Unchecked",,,,20,489,,"A Active",0.97,2.4,1.8,3.4,2073213,"CHEMBRIDGE","5431762"
589027,"InChI=1S/C13H9Cl3N2O/c14-8-1-3-11(4-2-8)17-13(19)18-12-6-9(15)5-10(16)7-12/h1-7H,(H2,17,18,19)","Clc1ccc(NC(=O)Nc2cc(Cl)cc(Cl)c2)cc1","SJ000144869-2",3047863,600890,49166,869890,,1632.1,"nM",1,"EC50",,,"ST_JUDE: Plasmodium falciparum K1 EC50 (uM) as measured by SYBR green dye","F",,,"Plasmodium falciparum",5833,"K1",,,,50425,"N",1,"Autocuration",4,,"CHEMBL730080","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,21,946,,"A Active",1.0,3.0,2.9,3.3,2063305,"CHEMBRIDGE","5320781"
589027,"InChI=1S/C13H9Cl3N2O/c14-8-1-3-11(4-2-8)17-13(19)18-12-6-9(15)5-10(16)7-12/h1-7H,(H2,17,18,19)","Clc1ccc(NC(=O)Nc2cc(Cl)cc(Cl)c2)cc1","SJ000144869-2",3051354,600889,49166,869890,,3213.5,"nM",1,"EC50",,,"ST_JUDE: Plasmodium falciparum 3D7 EC50 (uM) as measured by SYBR green dye","F",,,"Plasmodium falciparum",5833,"3D7",,,,50425,"N",1,"Autocuration",4,,"CHEMBL730079","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,21,946,,"A Active",1.0,3.0,2.9,3.3,2063305,"CHEMBRIDGE","5320781"
1369535,"InChI=1S/C22H17F2N3O2/c23-22(24)29-16-9-6-15(7-10-16)19(27-18-5-1-2-12-25-18)17-11-8-14-4-3-13-26-20(14)21(17)28/h1-13,19,22,28H,(H,25,27)","Oc1c(ccc2cccnc12)C(Nc3ccccn3)c4ccc(OC(F)F)cc4","SJ000866779-1",11033943,842698,65070,1679280,">",10420.0,"nM",1,"IC50",,,"DNDI: Inhibition of Human African Trypanosomiasis (HAT), STIB 795, in vitro","F","In vitro",,"Trypanosoma brucei brucei",5702,"STIB 795",,,,50420,"N",1,"Autocuration",14,"1007605","CHEMBL2095144","ORGANISM","Trypanosoma brucei brucei",5702,"Trypanosoma brucei brucei",,22,,456,"A Active",0.98,3.2,2.7,3.9,2936350,"ENAMINE","Z56794778"
589946,"InChI=1S/C21H16ClN3O2/c22-15-8-5-14(6-9-15)18(25-21-17(26)4-2-12-24-21)16-10-7-13-3-1-11-23-19(13)20(16)27/h1-12,18,26-27H,(H,24,25)","Oc1cccnc1NC(c2ccc(Cl)cc2)c3ccc4cccnc4c3O","SJ000113373-3",3047617,600890,49166,870967,,5592.3,"nM",1,"EC50",,,"ST_JUDE: Plasmodium falciparum K1 EC50 (uM) as measured by SYBR green dye","F",,,"Plasmodium falciparum",5833,"K1",,,,50425,"N",1,"Autocuration",4,,"CHEMBL730080","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,23,670,,"A Active",1.0,3.7,3.4,4.1,2581715,"ENAMINE","Z56865460"
589946,"InChI=1S/C21H16ClN3O2/c22-15-8-5-14(6-9-15)18(25-21-17(26)4-2-12-24-21)16-10-7-13-3-1-11-23-19(13)20(16)27/h1-12,18,26-27H,(H,24,25)","Oc1cccnc1NC(c2ccc(Cl)cc2)c3ccc4cccnc4c3O","SJ000113373-3",3051108,600889,49166,870967,,3759.2,"nM",1,"EC50",,,"ST_JUDE: Plasmodium falciparum 3D7 EC50 (uM) as measured by SYBR green dye","F",,,"Plasmodium falciparum",5833,"3D7",,,,50425,"N",1,"Autocuration",4,,"CHEMBL730079","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,23,670,,"A Active",1.0,3.7,3.4,4.1,2581715,"ENAMINE","Z56865460"
589946,"InChI=1S/C21H16ClN3O2/c22-15-8-5-14(6-9-15)18(25-21-17(26)4-2-12-24-21)16-10-7-13-3-1-11-23-19(13)20(16)27/h1-12,18,26-27H,(H,24,25)","Oc1cccnc1NC(c2ccc(Cl)cc2)c3ccc4cccnc4c3O","SJ000113373-3",11033739,842698,65070,1679141,"=",4020.0,"nM",1,"IC50",,,"DNDI: Inhibition of Human African Trypanosomiasis (HAT), STIB 795, in vitro","F","In vitro",,"Trypanosoma brucei brucei",5702,"STIB 795",,,,50420,"N",1,"Autocuration",14,"1007605","CHEMBL2095144","ORGANISM","Trypanosoma brucei brucei",5702,"Trypanosoma brucei brucei",,23,670,,"A Active",1.0,3.7,3.4,4.1,2581715,"ENAMINE","Z56865460"
589946,"InChI=1S/C21H16ClN3O2/c22-15-8-5-14(6-9-15)18(25-21-17(26)4-2-12-24-21)16-10-7-13-3-1-11-23-19(13)20(16)27/h1-12,18,26-27H,(H,24,25)","Oc1cccnc1NC(c2ccc(Cl)cc2)c3ccc4cccnc4c3O","SJ000113373-3",11033740,842697,65070,1679141,">",41670.0,"nM",1,"IC50",,,"DNDI: Cytotoxicity against human MRC-5 lung fibroblast cells.","F","In vitro",,"Homo sapiens",9606,,,"MRC-5 cells",,22226,"U",0,"Autocuration",14,"1002458","CHEMBL2095143","UNCHECKED","Unchecked",,,,23,670,,"A Active",1.0,3.7,3.4,4.1,2581715,"ENAMINE","Z56865460"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",3629276,688416,51887,1219954,"=",6511.0,"nM",1,"EC50","Active",,"PUBCHEM_BIOASSAY: Luminescence Microorganism-Based Dose Response HTS to Identify Compounds Cytotoxic to Streptococcus.   (Class of assay: confirmatory) [Related pubchem assays: 1900 (Counter Screen), 1677 (Project Summary), 1902 (Retest at Dose), 1662 (Primary HTS)]","F",,"confirmatory","Streptococcus",1301,,,,,50024,"N",1,"Autocuration",7,"1915","CHEMBL1614538","ORGANISM","Streptococcus",1301,"Streptococcus",,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",3694989,688469,51887,1219954,"=",10512.0,"nM",1,"EC50","Active",,"PUBCHEM_BIOASSAY: Luminescence Cell-Based Dose Response HTS to Identify Inhibitors of Luciferase Translation or Activity in H4 Neuroglioblastoma Cells.   (Class of assay: confirmatory) [Related pubchem assays: 1813 (Primary HTS), 1827 (Project Summary)]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"1990","CHEMBL1613869","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",3771747,688537,51887,1219954,"=",558.0,"nM",1,"EC50","Active",,"PUBCHEM_BIOASSAY: Luminescence Microorganism-Based Dose Confirmation HTS to Identify Compounds Cytotoxic to SK(-)GAS Group A Streptococcus.   (Class of assay: confirmatory) [Related pubchem assays: 1677 (Project Summary), 1662 (Primary HTS)]","F",,"confirmatory","Streptococcus",1301,,,,,50775,"N",1,"Autocuration",7,"1900","CHEMBL1613983","ORGANISM","Streptococcus sp. 'group A'",36470,"Streptococcus sp. 'group A'",,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",3830184,688810,51887,1219954,"=",3288.5,"nM",1,"Potency","Inconclusive",,"PUBCHEM_BIOASSAY: qHTS Assay for Modulators of miRNAs and/or Activators of miR-21.   (Class of assay: confirmatory) ","F",,"confirmatory","Homo sapiens",9606,,,,,103763,"M",3,"Autocuration",7,"2288","CHEMBL1613836","NUCLEIC-ACID","microRNA 21",9606,"Homo sapiens",,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4112376,688759,51887,1219954,"=",891.3,"nM",1,"Potency","Active",,"PUBCHEM_BIOASSAY: VP16 counterscreen qHTS for inhibitors of ROR gamma transcriptional activity.   (Class of assay: confirmatory) ","F",,"confirmatory","Mus musculus",10090,,,,,103664,"D",9,"Autocuration",7,"2546","CHEMBL1614441","SINGLE PROTEIN","Nuclear receptor ROR-gamma",10090,"Mus musculus",,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4125408,688233,51887,1219954,"=",6540.0,"nM",1,"EC50","Active",,"PUBCHEM_BIOASSAY: Luminescence Cell-Based Dose Response HTS Screen to Identify Cytotoxic Compounds of NIH3T3 cells..   (Class of assay: confirmatory) [Related pubchem assays: 1885 , 1968 ]","F",,"confirmatory",,,,,"NIH3T3",,22226,"U",0,"Autocuration",7,"2010","CHEMBL1614453","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4128672,688235,51887,1219954,"=",21010.0,"nM",1,"IC50","Active",,"PUBCHEM_BIOASSAY: A Counter Screen to identiry small molecule screen for inhibitors of the PhoP regulon in Salmonella Typhimurium.   (Class of assay: confirmatory) [Related pubchem assays: 2253 , 1863 , 1981 , 1874 ]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"2401","CHEMBL1614455","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4264864,688239,51887,1219954,"=",18356.4,"nM",1,"Potency","Inconclusive",,"PUBCHEM_BIOASSAY: qHTS Assay for Lipid Storage Modulators in Drosophila S3 Cells.   (Class of assay: confirmatory) ","F",,"confirmatory","Drosophila",7215,,,,,22226,"U",0,"Autocuration",7,"2685","CHEMBL1614459","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4303810,688118,51887,1219954,"=",30190.0,"nM",1,"IC50","Active",,"PUBCHEM_BIOASSAY: A screen for inhibitors of the PhoP regulon in Salmonella Typhimurium using a modified counterscreen..   (Class of assay: confirmatory) [Related pubchem assays: 2253 , 1863 , 1874 ]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"1981","CHEMBL1614127","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4315166,688128,51887,1219954,"=",631.0,"nM",1,"Potency","Active",,"PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of Schistosoma Mansoni Peroxiredoxins.   (Class of assay: confirmatory) [Related pubchem assays: 1011 (Confirmation Concentration-Response Assay for Inhibitors of the Schistosoma mansoni Redox Cascade ), 448 (Schistosoma Mansoni Peroxiredoxins (Prx2) and thioredoxin glutathione reductase (TGR) coupled assay)]","F",,"confirmatory","Schistosoma mansoni",6183,,,,,102962,"D",9,"Autocuration",7,"485364","CHEMBL1614161","SINGLE PROTEIN","Thioredoxin glutathione reductase",6183,"Schistosoma mansoni",,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4333126,688131,51887,1219954,"=",666.0,"nM",1,"EC50","Active",,"PUBCHEM_BIOASSAY: Fluorescence Cell-Based Retest of Candida albicans Growth in the Presence of Fluconazole.   (Class of assay: confirmatory) [Related pubchem assays: 2007 (Project Summary), 1979 (Primary HTS)]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"2467","CHEMBL1614164","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4389601,688186,51887,1219954,"=",2960.0,"nM",1,"EC50","Active",,"PUBCHEM_BIOASSAY: A cytotoxicity screen of small molecule inhibitors of the PhoP regulon in Salmonella Typhimurium identified in the primary screen.   (Class of assay: confirmatory) [Related pubchem assays: 1863 , 1981 , 1874 ]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"2253","CHEMBL1614312","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4396093,688141,51887,1219954,"=",44668.4,"nM",1,"Potency","Active",,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Bacillus subtilis Sfp phosphopantetheinyl transferase (PPTase).   (Class of assay: confirmatory) ","F",,"confirmatory","Bacillus subtilis",1423,,,,,103681,"D",9,"Autocuration",7,"1490","CHEMBL1614174","SINGLE PROTEIN","4'-phosphopantetheinyl transferase ffp",1423,"Bacillus subtilis",,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
775426,"InChI=1S/C22H21ClF3N3O/c1-28-9-11-29(12-10-28)20(14-4-6-15(7-5-14)22(24,25)26)17-13-18(23)16-3-2-8-27-19(16)21(17)30/h2-8,13,20,30H,9-12H2,1H3","CN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","SJ000399327-2",4399138,688181,51887,1219954,"=",1316.0,"nM",1,"EC50","Active",,"PUBCHEM_BIOASSAY: Luminescence Cell-Based/Microorganism Dose Confirmation HTS to Identify Inhibitors of Trypanosoma cruzi Replication..   (Class of assay: confirmatory) [Related pubchem assays: 1885 , 1968 ]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"2044","CHEMBL1614307","UNCHECKED","Unchecked",,,,24,,617,"A Active",0.99,9.2,8.6,10.0,3554709,"ENAMINE","Z57213753"
