SAMPLE	MAR3D7_pEC50	Canonical_Smiles
SJ000551728-1	4.8234742291703	COc1ccc(CN2CCCn3c4C2CCCc4c5cc(C)ccc35)c(OC)c1
SJ000550619-1	ND	CCOc1ccc(cc1OC)C2NCCc3cc(OCC)c(OC)cc23
SJ000550618-1	ND	CCOc1cc2CCNC(c3ccc(Cl)cc3)c2cc1OCC
SJ000551714-1	ND	CCOc1cccc(CN2CCCn3c4C2CCCc4c5cc(C)ccc35)c1O
SJ000550524-1	ND	CCOc1ccc(cc1OC)C2NCCc3cc(OC)c(OC)cc23
SJ000551722-1	ND	COc1cc(OC)c(OC)cc1CN2CCCn3c4C2CCCc4c5cc(C)ccc35
SJ000551725-1	ND	Cc1ccc2c(c1)c3CCCC4N(Cc5cccc(O)c5)CCCn2c34
SJ000550525-1	4.8234742291703	CCOc1cc2CCNC(c3ccc(O)cc3)c2cc1OCC
SJ000551730-1	4.8234742291703	Cc1ccc2c(c1)c3CCCC4N(Cc5ccc(Br)cc5)CCCn2c34
SJ000550429-1	ND	CCc1ccc(cc1)c2cc(C(=O)N3CCN(CC3)c4ccccc4)c5ccccc5n2
SJ000550578-1	ND	COc1ccc(c(OC)c1)c2cc(C(=O)NCCN3CCOCC3)c4ccccc4n2
SJ000550430-1	ND	COc1cccc(c1)c2cc(C(=O)NCCCN3CCOCC3)c4ccccc4n2
SJ000551739-1	ND	Clc1ccc(C2NCCc3c2[nH]c4ccccc34)c(Cl)c1
SJ000550432-1	ND	CN1CCN(CC1)C(=O)c2cc(nc3ccccc23)c4ccccc4
SJ000551708-1	ND	Clc1cccc(C2NCCc3c2[nH]c4ccccc34)c1Cl
SJ000551284-1	ND	CC1CCCC(C)N1CC(O)Cn2c3ccccc3c4ccccc24
SJ000550593-1	ND	Clc1ccc2nc(cc(C(=O)N3CCN(CCc4ccccc4)CC3)c2c1)c5ccccn5
SJ000550863-1	5.80830570058714	OC(CNCCc1ccccc1)Cn2c3ccc(Br)cc3c4cc(Br)ccc24
SJ000550673-1	5.76144163465031	OC(CNCC1CCCO1)Cn2c3ccc(Br)cc3c4cc(Br)ccc24
SJ000551689-1	ND	Oc1ccc2C(=O)C(=C(Oc2c1CN3CCN(Cc4ccccc4)CC3)C(F)(F)F)c5ccccc5
SJ000550867-1	5.73164203830533	OC(CNCc1ccccc1)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24
SJ000550861-1	ND	OC(CN1CCN(CC1)C2c3ccccc3c4ccccc24)Cn5c6ccccc6c7ccccc57
SJ000551665-1	ND	COc1ccc(cc1OC)C2=C(Oc3c(CN4CCCC(C)C4)c(O)ccc3C2=O)C(F)(F)F
SJ000550871-1	ND	OC(CN1CCCCC1)Cn2c3ccc(I)cc3c4cc(I)ccc24
SJ000551664-1	ND	CN(C)Cc1c(O)ccc2C(=O)C(=C(Oc12)C(F)(F)F)Oc3ccc(Br)cc3
SJ000550854-1	ND	OC(CN1CCCCC1)Cn2c3ccc(Br)cc3c4cc(Br)ccc24
SJ000551682-1	ND	CC1CN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4ccc5ccccc5c4)CC(C)O1
SJ000551649-1	4.8234742291703	CN1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4ccc5ccccc5c4)CC1
SJ000550849-1	ND	OC(CN(C1CCCCC1)C2CCCCC2)Cn3c4ccccc4c5ccccc35
SJ000550850-1	ND	OC(CN1CCCCCC1)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24
SJ000551648-1	ND	Oc1ccc2C(=O)C(=C(Oc2c1CN3CCOCC3)C(F)(F)F)Oc4ccc5ccccc5c4
SJ000551662-1	ND	CCc1cc2C(=O)C(=C(Oc2c(CN3CCCCC3)c1O)C(F)(F)F)c4ccc(F)cc4
SJ000551663-1	ND	CN(C)Cc1c(O)ccc2C(=O)C(=C(Oc12)C(F)(F)F)Oc3ccccc3
SJ000550744-1	ND	CN1\C(=C/2\S\C(=N/c3ccc4sc(C)nc4c3)\N(Cc5ccccc5)C2=O)\Sc6ccccc16
SJ000551660-1	ND	CCc1cc2C(=O)C(=C(Oc2c(CN(C)C)c1O)C(F)(F)F)Oc3ccccc3F
SJ000550745-1	ND	COc1ccc2S\C(=C\3/S\C(=N/c4ccc(O)cc4)\N(C3=O)c5ccccc5)\N(C)c2c1
SJ000551679-1	4.8234742291703	Oc1ccc2C(=O)C(=C(Oc2c1CN3CCCCC3)C(F)(F)F)Oc4ccccc4
SJ000550431-1	ND	Brc1ccc(cc1)c2cc(C(=O)N3CCC(Cc4ccccc4)CC3)c5ccccc5n2
SJ000551050-1	ND	[O-][N+](=O)c1ccc(cc1NC2CC2)N3CCN(CC3)C(=O)c4cccc5ccccc45
SJ000551759-1	ND	COc1cc(cc(OC)c1OC)C2CC(=O)n3c(S2)nc4ccccc34
SJ000550957-1	ND	COc1cccc(c1)C2CC3=C(C(CC(=O)N3)c4cc(OC)c(OC)c(OC)c4)C(=O)C2
SJ000551751-1	ND	CCOC(=O)c1c(NC(=O)CSc2nnc3ccc4ccccc4n23)scc1c5ccccc5
SJ000551055-1	ND	CC(Nc1cc(ccc1[N+](=O)[O-])N2CCN(CC2)C(=O)c3cccc(C)c3)c4ccccc4
SJ000551760-1	ND	O=C1C=C(CSC2=Nc3ccccc3C(=O)N2Cc4ccc5OCOc5c4)N=C6C=CC=CN16
SJ000551028-1	ND	CC(C)c1ccc(CNc2cc(ccc2[N+](=O)[O-])N3CCN(CC3)C(=O)c4ccc(Cl)cc4)cc1
SJ000551303-1	ND	Cc1nn(C)c(C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-])c1Br
SJ000551304-1	ND	Cc1c(Br)c(nn1C)C(=O)Nc2cc(ccc2F)[N+](=O)[O-]
SJ000550775-1	ND	Cc1ccc(cc1)n2nnc(c2N)c3nc4ccccc4s3
SJ000551757-1	ND	Cc1cc2ccccc2n3c(SCC(=O)NCc4ccc5OCOc5c4)nnc13
SJ000550598-1	ND	O=C(N1CCN(CC1)C(c2ccccc2)c3ccccc3)c4cc(nc5ccccc45)c6ccccn6
SJ000550869-1	ND	OC(CN1CCCC1)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24
SJ000550872-1	4.8234742291703	CN1CCN(CC(O)Cn2c3ccccc3c4cc(Cl)ccc24)CC1
SJ000551030-1	ND	CNc1cc(ccc1[N+](=O)[O-])N2CCN(CC2)C(=O)c3ccc(cc3)C(C)(C)C
SJ000550864-1	5.3298053215442	OC(CNC1CCCCC1)Cn2c3ccccc3c4ccccc24
SJ000550682-1	4.8234742291703	CC1CCN(CC(O)Cn2c3ccc(Cl)cc3c4cc(Cl)ccc24)CC1
SJ000550416-1	5.24647648605057	Cc1cccc2c(cc(nc12)c3cccnc3)C(=O)N4CCN(Cc5ccccc5)CC4
SJ000550417-1	ND	Cc1cccc2c(cc(nc12)c3cccnc3)C(=O)NCCN4CCOCC4
SJ000550617-1	ND	CCOc1cc2CCNC(c3ccc(F)cc3)c2cc1OCC
SJ000550599-1	5.69922656224	CC(CN1CCCCC1)NC(=O)c2cc(nc3ccc(Cl)cc23)c4cccnc4
SJ000550537-1	ND	COc1cc2CCNC(c3ccc(Cl)c(Cl)c3)c2cc1OC
SJ000550603-1	ND	Clc1ccc2nc(cc(C(=O)NCCN3CCOCC3)c2c1)c4cccc(Br)c4
SJ000550613-1	4.8234742291703	CCC(C)c1ccc(NC(=O)\C=C\c2cccc(Cl)c2)cc1
SJ000551207-1	4.8234742291703	COc1cccc(c1)c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c5ccccc5n2
SJ000550615-1	ND	COc1ccc(\C=C\C(=O)Nc2ccc(cc2)C(C)C)cc1
SJ000550575-1	ND	CCOc1cccc(c1)c2cc(C(=O)NCCN3CCOCC3)c4ccccc4n2
SJ000550626-1	ND	CC(C)c1ccc(\C=C\C(=O)Nc2ccc(Cl)cc2)cc1
SJ000550577-1	ND	O=C(N1CCN(Cc2ccccc2)CC1)c3cc(nc4ccccc34)c5ccccc5
SJ000550581-1	ND	Cc1c(nc2ccccc2c1C(=O)N3CCN(Cc4ccccc4)CC3)c5ccccc5
SJ000550579-1	ND	Cc1cccc(c1)c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c5ccccc5n2
SJ000550422-1	ND	Clc1ccc2nc(cc(C(=O)N3CCC(Cc4ccccc4)CC3)c2c1)c5cccnc5
SJ000550580-1	ND	Cc1cccc(c1)c2cc(C(=O)N3CCC(Cc4ccccc4)CC3)c5ccccc5n2
SJ000550413-1	ND	Clc1ccc2nc(cc(C(=O)NCCN3CCOCC3)c2c1)c4cccnc4
SJ000550583-1	ND	CN1CCN(CC1)C(=O)c2cc(nc3ccccc23)c4cccc(C)c4
SJ000551357-1	ND	COCCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)c3ccc(OC)cc3)cc12
SJ000551361-1	ND	CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)C3CCCCC3)cc12
SJ000550519-1	ND	CCOC(=O)c1cnc2ccc(OC)cc2c1Nc3ccc(OCc4ccccc4Cl)cc3
SJ000551362-1	ND	CCOC(=O)C(Oc1ccc2oc(C)c(C(=O)OCC)c2c1)c3ccccc3
SJ000550520-1	ND	CCOC(=O)c1cnc2ccc(OC)cc2c1Nc3ccc(cc3)N(C)C
SJ000551375-1	ND	CCOC(=O)c1c(C)oc2ccc(OCC(=O)c3ccccc3)cc12
SJ000551371-1	ND	CCOC(=O)c1cnc2c(C)cc(Cl)cc2c1Nc3cccc(c3)C(=O)C
SJ000551358-1	ND	CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)c3ccc(OC)c(OC)c3)cc12
SJ000551388-1	ND	CCN(CC)C(=O)c1c(C)oc2cc3c(C(=O)N(CC)CC)c(C)oc3cc12
SJ000550517-1	ND	CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc3cccc(Cl)c3C
SJ000550516-1	ND	CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc3ccc(CC)cc3
SJ000551188-1	ND	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3oc4ccccc4c3)cc12
SJ000550565-1	ND	CCOC(=O)c1cnc2c(Cl)cccc2c1Nc3cccc(OC)c3
SJ000551154-1	ND	CN(C)c1ccc(cc1)c2nc(O)c3ccccc3n2
SJ000551386-1	ND	COc1c(Br)cc2oc(C)c(C(=O)OCCN(C)C)c2c1Br
SJ000551153-1	ND	CSc1ccc(cc1)c2nc(O)c3ccccc3n2
SJ000551390-1	ND	COCCOC(=O)c1c(C)oc2cc(Br)c(OCC(=O)OCc3ccccc3)cc12
SJ000551379-1	ND	COC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3)cc12
SJ000551391-1	ND	COC(=O)c1c(C)oc2ccc(OC(=O)c3cccc(OC)c3)cc12
SJ000551378-1	ND	COC(=O)c1c(C)oc2ccc(OC(=O)c3c(C)oc4ccc(OC(=O)C)cc34)cc12
SJ000551377-1	ND	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(OC)cc3)cc12
SJ000550433-1	ND	O=C(Nc1ccc(cc1)N2CCOCC2)c3cc(nc4ccccc34)c5cccnc5
SJ000550436-1	ND	Clc1ccc2nc(cc(C(=O)N3CCC(Cc4ccccc4)CC3)c2c1)c5ccccc5
SJ000550791-1	ND	COc1cccc(\C=C\c2nc(O)c3ccccc3n2)c1O
SJ000550913-1	ND	O=C(CCc1ccccc1)Nc2ccc(cc2)c3nc4cc5ccccc5cc4[nH]3
SJ000550917-1	ND	COc1ccc(CC(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3)cc1
SJ000550899-1	ND	O=C(Cc1ccccc1)Nc2ccc3[nH]c(nc3c2)c4ccc(cc4)c5nc6cc(NC(=O)Cc7ccccc7)ccc6[nH]5
SJ000550571-1	5.34898229534984	CCOC(=O)c1cnc2c(C)cccc2c1Nc3cccc(c3)C(=O)C
SJ000550557-1	ND	CCOC(=O)c1cnc2ccc(C)cc2c1Nc3ccc4OCCOc4c3
SJ000551088-1	4.8234742291703	Oc1nc(\C=C\c2cccc3ccccc23)nc4ccccc14
SJ000550545-1	ND	CCOC(=O)c1cnc2ccc(Cl)cc2c1Nc3ccc(OC)cc3
SJ000550438-1	ND	CC(C)c1ccc(CN2CCN(CC2)C(=O)c3cc(nc4ccc(C)cc34)c5ccccn5)cc1
SJ000551762-1	ND	CCOC(=O)C1=C(C)N=C2SC(=Cc3c(OC)ccc4ccccc34)C(=O)N2C1c5ccc6OCOc6c5
SJ000551750-1	ND	O=C1CC(Sc2nc3ccccc3n12)c4cccc5ccccc45
SJ000550406-1	5.54487357204203	Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5
SJ000550405-1	ND	Clc1ccc2nc(cc(C(=O)N3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5
SJ000550596-1	ND	CN1CCC(CC1)NC(=O)c2cc(nc3ccc(C)cc23)c4ccccn4
SJ000550408-1	ND	CCN1CCN(CC1)C(=O)c2cc(nc3ccc(Cl)cc23)c4ccncc4
SJ000550594-1	ND	COc1cccc(CN2CCN(CC2)C(=O)c3cc(nc4ccc(C)cc34)c5cccnc5)c1
SJ000550404-1	ND	Cc1c(Cl)ccc2c(cc(nc12)c3cccnc3)C(=O)N4CCC(Cc5ccccc5)CC4
SJ000550402-1	ND	Cc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5
SJ000550597-1	ND	Cc1ccc2nc(cc(C(=O)N3CCC(Cc4ccccc4)CC3)c2c1)c5ccccn5
SJ000550444-1	ND	Cc1ccc2nc(cc(C(=O)NCCN3CCOCC3)c2c1)c4ccncc4
SJ000551733-1	4.8234742291703	COc1ccc(CN2CCCn3c4C2CCCc4c5cc(C)ccc35)cc1
SJ000550442-1	ND	CCOc1ccc(cc1)c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c5cc(C)ccc5n2
SJ000551683-1	ND	CCc1ccc(OC2=C(Oc3c(CN4CC(C)OC(C)C4)c(O)ccc3C2=O)C(F)(F)F)cc1
SJ000551650-1	ND	Cc1cc(OC2=C(Oc3c(CN4CCOCC4)c(O)ccc3C2=O)C(F)(F)F)cc(C)c1Cl
SJ000551666-1	ND	CC1CCCCN1Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)c4cccc(Cl)c4
SJ000551659-1	ND	Oc1ccc2C(=O)C(=C(Oc2c1CN3CCCCC3)C(F)(F)F)c4cccc5ccccc45
SJ000550567-1	ND	CCOC(=O)c1cnc2c(OC)cccc2c1Nc3ccccc3C(=O)O
SJ000550823-1	ND	O=C1OC(=Nc2ccccc12)\C=C\c3ccc(cc3)C#N
SJ000550549-1	ND	FC(F)(F)c1ccc(NC(=O)c2ccc3C(=O)N4CCCCCC4=Nc3c2)cc1
SJ000550810-1	ND	Oc1ccc2ccccc2c1\C=C\c3nc(O)c4ccccc4n3
SJ000550543-1	5.55159354856812	CCOC(=O)c1cnc2c(OC)cccc2c1Nc3cccc(c3)C(=O)C
SJ000550541-1	ND	CCOC(=O)c1cnc2c(OC)cccc2c1Nc3ccc(cc3)C(=O)O
SJ000550511-1	ND	COc1cc(Nc2ccnc3cc(Cl)ccc23)c(cc1OC)C(=O)O
SJ000550789-1	ND	Oc1ccc(Br)cc1\C=C\c2nc(O)c3ccccc3n2
SJ000550540-1	ND	CCOC(=O)c1cnc2ccccc2c1Nc3cccc(O)c3
SJ000550905-1	5.43828256592814	Cc1ccc2[nH]c(nc2c1)c3ccc(NC(=O)c4ccc(C)c(C)c4)cc3
SJ000550902-1	ND	O=C(Nc1ccccc1c2nc3ccccc3[nH]2)c4ccncc4
SJ000550515-1	ND	CCOC(=O)c1ccc2ncc(C(=O)OCC)c(Nc3ccccc3OC)c2c1
SJ000550514-1	ND	CCOC(=O)c1cnc2ccc(cc2c1Nc3ccc(cc3)N(C)C)C(=O)OC
SJ000550570-1	ND	CCOC(=O)c1cnc2c(C)c(C)ccc2c1Nc3ccc(O)cc3
SJ000550437-1	ND	CCCCN1CCN(CC1)C(=O)c2cc(nc3ccc(C)cc23)c4cccnc4
SJ000550569-1	ND	COc1ccc(Nc2c(cnc3c(C)c(Cl)ccc23)C(=O)O)c(OC)c1
SJ000550439-1	ND	Cc1ccc(CN2CCN(CC2)C(=O)c3cc(nc4ccc(Br)cc34)c5ccccc5)cc1
SJ000551016-1	4.8234742291703	Cc1cc(c(C)cc1Cl)S(=O)(=O)N2CCC(CO)(Cc3cccc(c3)C(F)(F)F)CC2
SJ000551644-1	5.45633547324869	CCN1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4ccccc4Br)CC1
SJ000550981-1	ND	CCCn1nnnc1NC(=O)c2cccc(Cl)c2
SJ000551669-1	ND	Cc1c(O)ccc2C(=O)C(=C(Oc12)C(F)(F)F)Oc3ccc(Cl)cc3
SJ000551638-1	ND	CN1C(=O)N(CC(=O)N2CCCCC2)c3ccccc13
SJ000551692-1	4.8234742291703	COc1ccccc1C2=C(Oc3c(CN4CCOCC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551658-1	4.8234742291703	COc1ccccc1C2=C(Oc3c(CN4CCCC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551654-1	ND	COc1ccc(cc1OC)C2=C(Oc3c(CN4CC(C)OC(C)C4)c(O)ccc3C2=O)C(F)(F)F
SJ000551686-1	ND	Oc1ccc2C(=O)C(=C(Oc2c1CN3CCOCC3)C(F)(F)F)Oc4ccccc4Cl
SJ000551653-1	ND	COc1ccc(cc1OC)C2=C(Oc3c(CN4CCCC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551641-1	ND	Cc1ccc(C)c(OC2=C(Oc3c(CN4CCOCC4)c(O)ccc3C2=O)C(F)(F)F)c1
SJ000551676-1	ND	COc1ccc(cc1OC)C2=C(Oc3c(CN4CCOCC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551671-1	4.8234742291703	CCOc1ccccc1OC2=C(Oc3c(CN4CCCCCC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551674-1	ND	COc1ccc(cc1OC)C2=C(Oc3c(CN4CCN(C)CC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551681-1	5.26691097768364	Oc1ccc2C(=O)C(=C(Oc2c1CN3CCCC3)C(F)(F)F)Oc4ccc5ccccc5c4
SJ000551691-1	4.8234742291703	COc1ccccc1C2=C(Oc3c(CN4CCC(C)CC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551645-1	5.27326289247544	CN1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4cccc(C)c4)CC1
SJ000551655-1	ND	COc1ccc(cc1OC)C2=C(Oc3c(CN4CCCCC4C)c(O)ccc3C2=O)C(F)(F)F
SJ000551672-1	4.8234742291703	COc1ccccc1C2=C(Oc3c(CN(C)C4CCCCC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551642-1	4.8234742291703	CN1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4cc(C)ccc4C)CC1
SJ000551685-1	4.8234742291703	COc1ccc(OC2=C(Oc3c(CN4CCCC(C)C4)c(O)ccc3C2=O)C(F)(F)F)cc1
SJ000551643-1	4.8234742291703	Oc1ccc2C(=O)C(=C(Oc2c1CN3CCCCC3)C(F)(F)F)Oc4ccccc4Cl
SJ000551652-1	ND	COc1ccccc1C2=C(Oc3c(CN4CC(C)OC(C)C4)c(O)ccc3C2=O)C(F)(F)F
SJ000551668-1	ND	CC1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)c4cccc(Cl)c4)CC1
SJ000551647-1	4.8234742291703	CC1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4cccc(C)c4)CC1
SJ000551238-1	ND	CN(C1CCCN(C1)C2Cc3ccccc3C2)C(=O)c4cc5nc(C)cc(C)n5n4
SJ000551404-1	ND	CN(c1ccccc1)c2nc(nc(n2)N3CCOCC3)C#N
SJ000551364-1	ND	Nc1nc(nc(n1)N2CCCCC2)N(c3ccccc3)c4ccccc4
SJ000551680-1	ND	CC1CN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4cc(C)cc(C)c4)CC(C)O1
SJ000335783-2	ND	COC(=O)c1ccccc1NC(=O)C2CC2c3ccccc3
SJ000551670-1	4.8234742291703	Cc1cccc(OC2=C(Oc3c(CN4CCCC4)c(O)ccc3C2=O)C(F)(F)F)c1
SJ000487122-2	ND	Cc1ccc(Nc2cc(C)nc(n2)N3CCOCC3)cc1
SJ000550788-1	ND	CCN1C(=Nc2ccccc2C1=O)\C=C\c3ccc(OC)c(OC)c3
SJ000551397-1	ND	Brc1ccc(cc1)c2nc(cc(n2)c3ccccc3)N4CCOCC4
SJ000550502-1	ND	CCN(CC)C(=O)C1=CN(C=C(C(=O)NC2CCN(Cc3ccccc3)CC2)C1=O)C4CCCC4
SJ000550501-1	ND	CCN(CC)C1CCN(C1)C(=O)C2=CN(C=C(C(=O)NC(C)(C)C)C2=O)C3CCCCC3
SJ000551414-1	ND	N#CNc1nc(nc(n1)N2CCOCC2)N3CCOCC3
SJ000550500-1	4.8234742291703	CC(C)(C)NC(=O)C1=CN(C=C(C(=O)NC2CCN(Cc3ccccc3)CC2)C1=O)C4CCCCC4
SJ000550769-1	ND	OCCC1CN(Cc2c(O)ccc3ccccc23)CCN1C4CCCC4
SJ000551109-1	ND	CSc1nnc(CNC(=O)c2cc(ccc2Cl)C(F)(F)F)n1c3ccc(F)cc3
SJ000349335-2	4.8234742291703	CC(C)CCN1C=C(C(=O)NC(C)(C)C)C(=O)C(=C1)C(=O)N2CCN(C\C=C\c3ccccc3)CC2
SJ000550568-1	ND	Cc1c(Cl)ccc2c(Nc3cccc(O)c3)c(cnc12)C(=O)O
SJ000550491-1	ND	CCN(CC)C(=O)C1=CN(C=C(C(=O)NC2CCN(Cc3ccccc3)C2)C1=O)C4CCCC4
SJ000551250-1	ND	CN(Cc1ccccc1)C2CCCN(C2)C(=O)c3cc4nc(C)cc(C)n4n3
SJ000551374-1	ND	COCCOC(=O)c1c(C)oc2ccc(OCC(=O)c3ccccc3)cc12
SJ000551246-1	ND	O=C(N1CCN(CC1)C(=O)c2cnn3cccnc23)c4occc4
SJ000551163-1	5.73727254234122	CCN(CC)CCN1C(Nc2ccccc2C1=O)c3ccc(Br)cc3
SJ000551245-1	ND	O=C(NCCCN1CCOCC1)c2cc3nc(cc(c4ccccc4)n3n2)c5ccccc5
SJ000551244-1	ND	CCOC(=O)C1CCCN(C1)C(=O)c2cc3nc(cc(c4ccccc4)n3n2)c5ccccc5
SJ000551214-1	ND	Cc1ccc(cc1Cl)N2C(Nc3ccccc3C2=O)c4ccccc4
SJ000551213-1	ND	CCCCc1ccc(cc1)N2C(Nc3ccccc3C2=O)c4ccccc4Cl
SJ000551675-1	ND	COc1ccc(cc1OC)C2=C(Oc3c(CN4CCC(C)CC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551215-1	ND	Clc1ccc(cc1)C2Nc3ccccc3C(=O)N2c4ccc(Cl)cc4
SJ000551688-1	ND	COc1ccccc1C2=C(Oc3c(CN4CCCCC4)c(O)ccc3C2=O)C(F)(F)F
SJ000551690-1	ND	CCC1CCCCN1Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)c4ccccc4OC
SJ000550967-1	ND	COc1cc(CNc2nnnn2C)ccc1OCc3c(Cl)cccc3Cl
SJ000551651-1	ND	COc1ccc(OC2=C(Oc3c(CN4CCCCCC4)c(O)ccc3C2=O)C(F)(F)F)cc1
SJ000551184-1	ND	[O-][N+](=O)c1ccc(\C=N\NC(=O)C2CC2(c3ccccc3)c4ccccc4)cc1
SJ000551656-1	ND	CC1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)c4cccc5ccccc45)CC1
SJ000551677-1	ND	CC1CN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)Oc4cccc(C)c4)CC(C)O1
SJ000551678-1	4.8234742291703	CN1CCN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)c4cccc5ccccc45)CC1
SJ000551277-1	ND	CC1CCN(CC1)C(=O)c2cc3nc(cc(n3n2)C(F)(F)F)c4ccc(C)cc4
SJ000551646-1	ND	Cc1cc(C)cc(OC2=C(Oc3c(CN4CCOCC4)c(O)ccc3C2=O)C(F)(F)F)c1
SJ000551221-1	ND	Cc1cc(nc2cc(nn12)C(=O)N3CCN(CC3)C(c4ccccc4)c5ccccc5)c6ccccc6
SJ000551657-1	ND	CC1CN(Cc2c(O)ccc3C(=O)C(=C(Oc23)C(F)(F)F)c4cccc5ccccc45)CC(C)O1
SJ000550505-1	ND	CC(C)N1C=C(C(=O)NC2CCN(Cc3ccccc3)C2)C(=O)C(=C1)C(=O)NC(C)(C)C
SJ000550668-1	5.63061855249588	COCCNCC(O)Cn1c2ccc(Cl)cc2c3cc(Cl)ccc13
SJ000550495-1	ND	CCNC(=O)C1=CN(CC2CCCCC2)C=C(C(=O)NCC(C)(C)N3CCOCC3)C1=O
SJ000550704-1	4.8234742291703	OC(CNC1CC1)Cn2c3ccccc3c4ccccc24
SJ000550480-1	6.95440541931964	COc1ccc(CCNC(=O)C2=CN(C=C(C(=O)NC(C)(C)C)C2=O)C3CCCCC3)cc1
SJ000550494-1	ND	CC(C)CCN1C=C(C(=O)NC(C)(C)C)C(=O)C(=C1)C(=O)N2CCC(CC2)C(C)N3CCOCC3
SJ000550479-1	ND	CC(C)CCN1C=C(C(=O)NC2CCCC2)C(=O)C(=C1)C(=O)N3CCN(CC3)C(C)C
SJ000551269-1	ND	Brc1ccccc1NC(=O)C2CC2
SJ000550478-1	ND	CN(CC(O)c1ccccc1)C(=O)C2=CN(C=C(C(=O)NC(C)(C)C)C2=O)C3CCCCC3
SJ000551424-1	ND	CN1CCN(CC1)c2cc(N)nc(N)n2
SJ000551707-1	ND	CCc1ccc2c(c1)c3CCCC4NCCn2c34
SJ000550492-1	4.8234742291703	CC(C)(C)NC(=O)C1=CN(C=C(C(=O)N2CCC(CC2)c3ccccc3)C1=O)C4CCCCC4
SJ000551155-1	ND	Nc1ccc(cc1)c2nc(O)c3ccccc3n2
SJ000551236-1	ND	O=C(N(CC1CCCO1)Cc2ccc(OCCN3CCCCC3)cc2)c4cc5ncccn5n4
SJ000551335-1	ND	COc1cc(CO)cc(Cl)c1OCC(=O)N
SJ000551239-1	ND	CN(Cc1ccc(OCC2CCCN(C2)C(=O)c3cc4nc(C)cc(C)n4n3)cc1)Cc5cccc6ccccc56
SJ000551367-1	ND	Nc1ncnc(N2CCOCC2)c1N
SJ000550978-1	4.8234742291703	OCC1(Cc2cccc(c2)C(F)(F)F)CCN(CC1)S(=O)(=O)\C=C\c3ccccc3
SJ000551333-1	ND	COc1cc(CNC(=O)N)cc(OC)c1OC
SJ000551266-1	ND	CCCCOc1ccccc1NC(=O)C2CC2
SJ000338511-2	ND	COc1ccc(CNc2nnnn2C)c(OC)c1
SJ000551366-1	ND	COc1nc(nc(n1)N(C)C)N(C)C
SJ000550900-1	4.8234742291703	OC(CNCCOc1ccccc1)Cn2c3ccccc3c4ccccc24
SJ000551262-1	ND	CC1(C)CC1C(=O)Nc2ccc(cc2)[N+](=O)[O-]
SJ000553612-1	ND	Cc1ccc(cc1)C(=O)N2CCC(CCNC(=O)C(C)(C)C)CC2
SJ000550970-1	ND	CCCCn1nnnc1NCc2ccccc2
